optimized_group_id,headword,source_count,source_words,added_count,added_forms,memory_word_count,all_memory_words,source_group_id,decision,root_affix,group_explanation,memory_link,mnemonic,collocations,related_recommendations,definitions
O0116,atmospheric,1,atmospheric,0,,1,atmospheric,D0116,kept,,,,,,,atmospheric: adj. 大气的，大气层的
O0117,atomic,1,atomic,0,,1,atomic,D0117,kept,,,,,,,atomic: adj. 原子的，原子能的；微粒子的
O0118,attention,4,"attendance, attendant, attention, attentive",0,,4,"attendance, attendant, attention, attentive",D0118,kept,tend（伸展），at- = ad-（朝向）→ 注意力/身体伸向某处 → 注意、出席,均源自 attend：attendance 出席人数；attendant 服务员/随从；attention 注意力；attentive 注意的、体贴的。,会议上，attendant（服务员）清点 attendance（出席情况），提醒大家 pay attention（注意），保持 attentive（专注）。,出席、服务员、注意、专注一条线。,attendance record - 考勤记录 | flight attendant - 空乘 | pay attention to - 注意 | attentive to details - 注重细节,"辨析：notice, observe, heed",attendance: n. 出席；到场；出席人数；考勤 | attendant: n. 服务员，侍者；随员，陪从；参与者adj. 伴随的；陪伴的 | attention: n. 注意力；关心；立正！（口令） | attentive: adj. 注意的；体贴的；留心的
O0119,attorney,1,attorney,0,,1,attorney,D0119,kept,,,,,,,attorney: n. 律师；代理人；检察官
O0120,attraction,2,"attraction, attractive",0,,2,"attraction, attractive",D0120,kept,tract（拉），at- = ad-（朝向）→ 拉向自己 → 吸引,attraction 是名词，吸引力、吸引人的事物；attractive 是形容词，吸引人的、有魅力的。,主题公园有很多 tourist attraction（景点），其中那座城堡尤其 attractive（引人注目）。,吸引力造就迷人景点。,tourist attraction - 旅游景点 | physical attraction - 外在/物理吸引力 | attractive price - 诱人的价格,"同根词：distract（分心）, contract（合同）",attraction: n. 吸引，吸引力；引力；吸引人的事物 | attractive: adj. 吸引人的；有魅力的；引人注目的
O0121,audience,2,"audience, aural",0,,2,"audience, aural",D0121,kept,aud（听）+ aur（耳），都与听觉相关,audience 听众、观众；aural 听觉的。虽不同根，但意义紧密关联，可一起记忆。,古典音乐会上，audience（听众）沉浸在 aural（听觉的）享受中。,听众的听觉盛宴。,target audience - 目标受众 | aural comprehension - 听力理解 | aural stimuli - 听觉刺激,形近词：oral（口头的）,audience: n. 观众；听众；读者；接见；正式会见；拜会 | aural: adj. 听觉的；耳的；气味的；先兆的n. (Aural)人名；(西)奥拉尔
O0122,augment,1,augment,0,,1,augment,D0122,kept,,,,,,,augment: vi. 增加；增大vt. 增加；增大n. 增加；增大
O0123,authority,3,"authoritative, authority, authorize",0,,3,"authoritative, authority, authorize",D0123,kept,auth 源自拉丁 auctor（创造者、权威）,authority 权威、权力、当局；authoritative 有权威的、命令式的；authorize 批准、授权。,政府 authoritative（权威的）部门拥有 authority（权力）来 authorize（批准）新法规。,权威当局可授权。,local authorities - 地方当局 | an authoritative voice - 威严的声音 | authorize a payment - 批准支付,"同义词：empower, permit, sanction",authoritative: adj. 有权威的；命令式的；当局的 | authority: n. 权威；权力；当局 | authorize: vt. 批准，认可；授权给；委托代替
O0124,automation,4,"auto, automation, automobile, autonomy",0,,4,"auto, automation, automobile, autonomy",D0124,kept,auto- 表示“自己”,automation（自动化）自己运作；automobile（汽车）自己移动；autonomy（自治）自己管理；auto 是 automobile 的简写。,一个自治（autonomy）的智能工厂，依靠自动化（automation）生产线制造汽车（automobile），人们开着 auto 出行。,自己动、自己治、自己车。,factory automation - 工厂自动化 | autonomous region - 自治区 | automobile industry - 汽车工业,"扩展：automatic（自动的）, autobiography（自传）",auto: n. 汽车（等于automobile）；自动vi. 乘汽车n. (Auto)人名；(葡)奥托 | automation: n. 自动化；自动操作 | automobile: n. 汽车vt. 驾驶汽车[ 过去式 automobiled 过去分词 automobiled 现在分词 automobiling ] | autonomy: n. 自治，自治权
O0125,auxiliary,2,"auxiliary, avail",0,,2,"auxiliary, avail",D0125,kept,auxiliary: auxil-（帮助）；avail: a-+val-（价值）→ 有价值即有帮助,都表示“帮助”，auxiliary作辅助的，avail作有助于。,辅助的(auxiliary)工具很有帮助(avail)。,Auxiliary辅助，Avail有帮助,auxiliary verb 助动词 | avail oneself of 利用,"同义词：assist, help",auxiliary: adj. 辅助的；副的；附加的；（发动机、设备等）备用的n. 助动词；辅助者，辅助物；附属机构；（北美）志愿队；（海军的）辅助舰队 | avail: v. 有助于；（使）对某人有利n. 效用，利益
O0126,avert,1,avert,0,,1,avert,D0126,kept,,,,,,,avert: vt. 避免，防止；转移
O0127,aviation,1,aviation,0,,1,aviation,D0127,kept,,,,,,,aviation: n. 航空；飞行术；飞机制造业
O0128,await,1,await,0,,1,await,D0128,kept,,,,,,,await: vt. 等候，等待；期待
O0129,awfully,1,awfully,0,,1,awfully,D0129,kept,,,,,,,awfully: adv. 可怕地；十分；非常；很
O0130,ax,1,ax,0,,1,ax,D0130,kept,,,,,,,ax: v. 削减，删除；用斧修整；解雇；询问n. 斧头；爵士乐器（尤指吉他或萨克斯管）n. (Ax) （德、芬）阿克斯（人名）
O0131,axis,1,axis,0,,1,axis,D0131,kept,,,,,,,axis: n. 轴；轴线；轴心国
O0132,bacteria,1,bacteria,0,,1,bacteria,D0132,kept,,,,,,,bacteria: n. [微] 细菌
O0133,badge,1,badge,0,,1,badge,D0133,kept,,,,,,,badge: n. 徽章；证章；标记vt. 授给…徽章
O0134,badminton,1,badminton,0,,1,badminton,D0134,kept,,,,,,,badminton: n. 羽毛球
O0135,baffle,2,"baffle, bewilder",0,,2,"baffle, bewilder",D0135,kept,无共同词根，近义关联,都表示“使困惑”，baffle强调难以理解，bewilder强调不知所措。,被一道难题baffle（难住），然后站在十字路口bewilder（迷茫）。,Baffle难倒，Bewilder迷惘,baffle sb 使困惑 | be bewildered by 被……弄糊涂,"同义词：confuse, puzzle",baffle: vt. 使…困惑；使…受挫折；用挡板控制n. 挡板；困惑vi. 做徒劳挣扎 | bewilder: vt. 使迷惑，使不知所措
O0136,bald,1,bald,0,,1,bald,D0136,kept,,,,,,,"bald: adj.光秃的,单调的,枯燥的"
O0137,bind,2,"bandage, bind",0,,2,"bandage, bind",D0137,kept,词根bhendh-（绑）→ bind（捆绑），bandage（绷带）,bind是捆绑动作，bandage是绑扎用的绷带。,用bandage（绷带）bind（包扎）伤口。,Bind绑，Bandage绷带，绑扎绷带一起记,bind up 包扎 | apply a bandage 用绷带,"拓展：bond, bound",bandage: n. 绷带vt. 用绷带包扎 | bind: vi. 结合；装订；有约束力；过紧vt. 绑；约束；装订；包扎；凝固n. 捆绑；困境；讨厌的事情；植物的藤蔓n. (Bind)人名；(德)宾德
O0138,bankrupt,1,bankrupt,0,,1,bankrupt,D0138,kept,,,,,,,bankrupt: adj. 破产的vt. 使破产n. [经] 破产者
O0139,banner,1,banner,0,,1,banner,D0139,kept,,,,,,,"banner: n. 横幅图片的广告模式n. 旗帜，横幅,标语n. 人名(英、德、罗)班纳"
O0140,barely,1,barely,0,,1,barely,D0140,kept,,,,,,,barely: adv. 仅仅，勉强；几乎不；公开地；贫乏地
O0141,barn,1,barn,0,,1,barn,D0141,kept,,,,,,,barn: n. 谷仓；畜棚；车库；靶（核反应截面单位）vt. 把……贮存入仓
O0142,barrel,1,barrel,0,,1,barrel,D0142,kept,,,,,,,barrel: n. 桶； 一桶（的量）；枪管，炮管；（马等四足动物的）躯干v. 快速移动；把……装入桶内n. (Barrel) （法、意）巴雷尔（人名）
O0143,barren,1,barren,0,,1,barren,D0143,kept,,,,,,,barren: adj. 贫瘠的；不生育的；无益的；沉闷无趣的；空洞的n. 荒地n. (Barren)人名；(西、英)巴伦
O0144,basically,2,"basement, basically",0,,2,"basement, basically",D0144,kept,词根base（基础）→ basically（基本上），basement（地下室）,都源于base（基础），basically是副词“基本上”，basement是建筑底层地下室。,建筑的基础(base)上面是楼层，下面basement（地下室），basically就是基础的概念。,Base基础，Basically基本上，Basement地下室,basically speaking 基本上说 | in the basement 在地下室,"增加：base, basic",basement: n. 地下室；地窖 | basically: adv. 主要地，基本上
O0145,batch,1,batch,0,,1,batch,D0145,kept,,,,,,,batch: n. 一批；一炉；一次所制之量vt. 分批处理n. (Batch)人名；(英)巴奇
O0146,bearing,1,bearing,0,,1,bearing,D0146,kept,,,,,,,bearing: n. [机] 轴承；关系；方位；举止v. 忍受（bear的ing形式）
O0147,beforehand,1,beforehand,0,,1,beforehand,D0147,kept,,,,,,,beforehand: adv. 事先；预先adj. 提前的；预先准备好的
O0148,beggar,1,beggar,0,,1,beggar,D0148,kept,,,,,,,beggar: n. 乞丐；穷人；家伙vt. 使贫穷；使沦为乞丐
O0149,beginner,1,beginner,0,,1,beginner,D0149,kept,,,,,,,beginner: n. 初学者；新手
O0150,behavior,1,behavior,0,,1,behavior,D0150,kept,,,,,,,behavior: n. 行为，举止；态度；反应
O0151,beloved,1,beloved,0,,1,beloved,D0151,kept,,,,,,,beloved: adj. 心爱的；挚爱的n. 心爱的人；亲爱的教友
O0152,beneficial,1,beneficial,0,,1,beneficial,D0152,kept,,,,,,,beneficial: adj. 有益的，有利的；可享利益的
O0153,berry,1,berry,0,,1,berry,D0153,kept,,,,,,,berry: n. 浆果（葡萄，番茄等）vi. 采集浆果n. (Berry)人名；(法、英、德、意、葡)贝里；(匈)拜里
O0154,bet,1,bet,0,,1,bet,D0154,kept,,,,,,,"bet: n.赌,打赌v.赌,赌钱"
O0155,bias,1,bias,0,,1,bias,D0155,kept,,,,,,,bias: n. 偏见；偏爱；斜纹；乖离率vt. 使存偏见adj. 偏斜的adv. 偏斜地n. (Bias)人名；(法、德、葡、喀)比亚斯；(英)拜厄斯
O0156,bible,2,"bible, bibliography",0,,2,"bible, bibliography",D0156,kept,词根bibl-（书）→ Bible（圣经），bibliography（书目）,共享bibl-表示“书”，Bible是“书”的经典，bibliography是书籍的目录。,读Bible时需要参考bibliography（书目）中的其他书籍。,Bible圣经，Bibliography书目，bibl-都是书,the Holy Bible 圣经 | annotated bibliography 注释书目,拓展：bibliophile,bible: n. 圣经 | bibliography: n. 参考书目；文献目录
O0157,bike,1,bike,0,,1,bike,D0157,kept,,,,,,,bike: n. 自行车；脚踏车vi. 骑自行车（或摩托车）n. (Bike)人名；(土、土库、塞)比克
O0158,biology,1,biology,0,,1,biology,D0158,kept,,,,,,,biology: n. （一个地区全部的）生物；生物学
O0159,biscuit,1,biscuit,0,,1,biscuit,D0159,kept,,,,,,,biscuit: n. 小点心，饼干
O0160,bitterly,1,bitterly,0,,1,bitterly,D0160,kept,,,,,,,bitterly: adv. 苦涩地，悲痛地，残酷地，怨恨地；极其，非常，强烈地
O0161,bizarre,1,bizarre,0,,1,bizarre,D0161,kept,,,,,,,bizarre: adj. 奇异的（指态度，容貌，款式等）
O0162,blackboard,1,blackboard,0,,1,blackboard,D0162,kept,,,,,,,blackboard: n. 黑板
O0163,blade,2,"blade, blunt",0,,2,"blade, blunt",D0163,kept,无共同词根，反义对比：blade（刀刃，锋利） vs blunt（钝的）,blade指锋利的刀刃，blunt指钝，正好相反，对比记忆印象深刻。,一把新刀片(blade)很锋利，用久了变钝(blunt)。,刀锋(blade)变钝(blunt)了。,sharp blade - 锋利的刀片 | blunt knife - 钝刀 | blunt instrument - 钝器,sharp | razor | edge,blade: n. 叶片；刀片，刀锋；剑 | blunt: adj. 钝的，不锋利的；生硬的；直率的vt. 使迟钝n. (Blunt)人名；(英)布伦特
O0164,blast,2,"blast, blaze",0,,2,"blast, blaze",D0164,kept,无共同词根，联想关联：爆炸常伴随火焰,blast指爆炸、冲击波，blaze指火焰、燃烧，两者有因果伴生关系。,一声爆炸(blast)过后，现场燃起熊熊大火(blaze)。,爆炸(blast)引发大火(blaze)。,"a blast of wind - 一阵狂风 | blaze a trail - 开路, 先锋 | in a blaze of glory - 在光辉中",explosion | flame | furnace,"blast: n. 爆炸；冲击波；一阵vi. 猛攻vt. 爆炸；损害；使枯萎n. (Blast)人名；(德)布拉斯特 | blaze: n.火焰,光辉,情感爆发vi.燃烧,照耀,激发vt.在树皮上刻路标,公开宣布"
O0165,bleak,1,bleak,0,,1,bleak,D0165,kept,,,,,,,bleak: adj. 阴冷的；荒凉的，无遮蔽的；黯淡的，无希望的；冷酷的；单调的
O0166,blend,1,blend,0,,1,blend,D0166,kept,,,,,,,blend: vt. 混合vi. 混合；协调n. 混合；掺合物
O0167,bloom,3,"bloom, blossom, bud",0,,3,"bloom, blossom, bud",D0167,kept,无共同词根，按植物生长顺序联想：bud（芽）→ bloom（开花）→ blossom（盛开）,三个词描述植物从发芽到盛开的连续阶段，可一起记忆。,想象一棵植物从bud（芽）开始，绽放成bloom（花），最终繁花似锦blossom。,芽(bud)绽放(bloom)成繁花(blossom)。,in full bloom - 盛开 | cherry blossom - 樱花 | nip in the bud - 防患于未然,flower | petal | wither,bloom: n. 花；青春；旺盛vt. 使开花；使茂盛vi. 开花；茂盛n. (Bloom)人名；(瑞典、西)布洛姆；(英)布卢姆 | blossom: n. 花；开花期；兴旺期；花开的状态；漂亮的人v. 开花；兴旺；成功发展n. (Blossom) 布洛瑟姆（人名） | bud: n. 芽，萌芽；蓓蕾vi. 发芽，萌芽vt. 使发芽n. (Bud)人名；(英)巴德；(中)布特(蒙语·汉语拼音)；(罗、匈)布德
O0168,blunder,1,blunder,0,,1,blunder,D0168,kept,,,,,,,blunder: n. 愚蠢（或粗心）的错误，大错v. 犯大错，笨嘴笨舌；跌跌撞撞地走；误入（某地）
O0169,blush,1,blush,0,,1,blush,D0169,kept,,,,,,,blush: vi. 脸红；感到惭愧n. 脸红；红色；羞愧vt. 红著脸表示；使成红色n. (Blush)人名；(英)布拉什
O0170,boast,1,boast,0,,1,boast,D0170,kept,,,,,,,boast: vt. 夸口说，自吹自擂说；以有…而自豪n. 自夸；值得夸耀的事物，引以为荣的事物vi. 自吹自擂n. (Boast)人名；(英)博斯特
O0171,bold,1,bold,0,,1,bold,D0171,kept,,,,,,,bold: adj. 大胆的，英勇的；黑体的；厚颜无耻的；险峻的n. (Bold)人名；(英、德、罗、捷、瑞典)博尔德
O0172,bolt,2,"bolt, buckle",0,,2,"bolt, buckle",D0172,kept,无共同词根，功能关联：都是用于固定或扣紧的小物件,bolt是门闩、螺栓，buckle是带扣、搭钩，都起固定连接作用。,用bolt（螺栓）固定机器，用buckle（搭扣）扣紧背包。,螺栓(bolt)搭扣(buckle)紧紧的。,bolt the door - 闩上门 | buckle up - 扣好安全带 | buckle under pressure - 被压垮,lock | clip | fasten,"bolt: n.门闩,螺钉,闪电,跑掉v.上门闩,囫囵吞下,逃跑 | buckle: n. 带扣，搭钩；（尤指鞋的）扣形饰物v. 扣住，用搭扣装饰；屈服，退让；使弯曲变形；（人）精神崩溃n. (Buckle) （美、英、加）巴克尔（人名）"
